,closestGlovoCity,total_observations,mean_age,mean_female_share,share_España,share_Marruecos,share_Ecuador,share_Colombia,share_Rumanía,share_Argentina,share_Francia,share_Perú,share_Alemania,share_Reino_Unido,share_Venezuela,share_Bolivia,share_Cuba,share_República_Dominicana,share_Brasil,share_Uruguay,share_China,share_Italia,share_Bulgaria,share_Chile,glovoCityCoords,autonomousCommunity,index_antiimmigration,index_xenophobia,index_all
33,Cartagena,5498.0,37.88013823208439,0.4961804292469989,0.8381229538013824,0.05092761004001455,0.0205529283375773,0.0010913059294288831,0.017279010549290652,0.0025463805020007274,0.0021826118588577663,0.00018188432157148054,0.002728264823572208,0.02673699527100764,0.00018188432157148054,0.0012731902510003637,0.0,0.0,0.0007275372862859222,0.0007275372862859222,0.001636958894143325,0.0007275372862859222,0.0021826118588577663,0.0005456529647144416,"[37.6019353, -0.9841152]",Región de Murcia,0.011454379691790624,-0.06192838465988235,-0.01051631806373405
34,Molina de Segura,1368.0,37.26973684210526,0.5087719298245614,0.945906432748538,0.003654970760233918,0.016812865497076022,0.0029239766081871343,0.0,0.0007309941520467836,0.0043859649122807015,0.0014619883040935672,0.0,0.0014619883040935672,0.0021929824561403508,0.0014619883040935672,0.0,0.0,0.0,0.0,0.0,0.0014619883040935672,0.0,0.0,"[38.0580379, -1.206233]",Región de Murcia,0.011454379691790624,-0.06192838465988235,-0.01051631806373405
35,Murcia,37334.0,39.64616703273156,0.5185085980607489,0.9200460706058821,0.011812289066266675,0.013847967000589274,0.00439277870038035,0.0019285369904108855,0.002303530294101891,0.0016338993946536668,0.00021428188782343172,0.0019017517544329566,0.011758718594310815,0.0002946375957572186,0.006883805646327744,0.00042856377564686344,0.0009106980232495848,0.0005892751915144372,0.00034820806771307654,0.0016338993946536668,0.0013660470348743773,0.002544597417903252,0.0005624899555365083,"[37.9923795, -1.1305431]",Región de Murcia,0.011454379691790624,-0.06192838465988235,-0.01051631806373405
36,Avila,10759.0,40.745329491588436,0.5116646528487777,0.9450692443535644,0.0056696719025931775,0.003996653964123059,0.00957338042569012,0.014964216005204945,0.0021377451436007063,0.0006506180871828237,0.002509526907705177,0.00018589088205223534,0.00018589088205223534,0.0013012361743656475,0.0010223998512872944,0.00046472720513058836,0.002881308671809648,0.00018589088205223534,0.000278836323078353,0.0020447997025745887,0.0006506180871828237,0.0010223998512872944,0.000836508969235059,"[40.656478, -4.7002172]",Castilla y León,0.09148302438788442,-0.11367173954408609,0.03071718819225131
37,Burgos,16201.0,43.10227763718289,0.5192272081970248,0.9553114005308314,0.002098635886673662,0.005431763471390655,0.0058021109808036545,0.006913153509042652,0.0009875933584346645,0.0003703475094129992,0.0014196654527498303,0.0003703475094129992,0.0008641441886303315,0.001049317943336831,0.0006789704339238319,0.0011110425282389975,0.001728288377260663,0.0006172458490216654,0.00012344916980433306,0.0002468983396086661,0.0004937966792173322,0.0062959076600209865,0.0003086229245108327,"[42.343926, -3.696977]",Castilla y León,0.09148302438788442,-0.11367173954408609,0.03071718819225131
38,León,14998.0,45.00520069342579,0.5320709427923723,0.968329110548073,0.0036004800640085347,0.0015335378050406721,0.005534071209494599,0.0014001866915588745,0.0011334844645952793,0.0013335111348179757,0.0003333777837044939,0.00020002667022269636,0.00013335111348179759,0.0008001066808907855,6.667555674089879e-05,0.0017335644752633685,0.003800506734231231,0.0021336178157087614,0.00020002667022269636,0.00040005334044539273,0.00026670222696359517,0.0003333777837044939,0.0003333777837044939,"[42.63414505, -5.971415104539984]",Castilla y León,0.09148302438788442,-0.11367173954408609,0.03071718819225131
39,Salamanca,17811.0,44.81651788220763,0.5297288192689911,0.9749592948178092,0.0019089326820504182,0.00067374094660603,0.0030879793386109707,0.0012351917354443884,0.00044916063107068664,0.0011229015776767167,0.0028072539441917916,0.0005053057099545225,0.0001684352366515075,0.0002807253944191792,0.0017404974453989108,0.0011790466565605525,0.0015159171298635675,0.0002807253944191792,5.614507888383583e-05,0.00044916063107068664,0.000336870473303015,0.0006175958677221942,0.0002807253944191792,"[40.9651572, -5.6640182]",Castilla y León,0.09148302438788442,-0.11367173954408609,0.03071718819225131
40,Valladolid,32628.0,44.31522005639328,0.5249785460340811,0.9683707245310776,0.002421233296555106,0.002727718523967145,0.00435209022925095,0.00245188181929631,0.0006129704548240775,0.0007968615912713007,0.001256589432389359,0.0003984307956356504,0.0001225940909648155,0.0008888071594949123,0.0013178864778717666,0.000735564545788893,0.002145396591884271,0.001471129091577786,0.00021453965918842712,0.0009501042049773201,0.0006129704548240775,0.003585877160720853,3.0648522741203875e-05,"[41.6521328, -4.728562]",Castilla y León,0.09148302438788442,-0.11367173954408609,0.03071718819225131
41,Badajoz,28334.0,39.38949671772429,0.51574080609868,0.9792122538293216,0.0013058516270205408,0.0014117314886708547,0.0020117173713559682,0.0028234629773417094,0.0009176254676360557,0.00024705301051739957,0.0008117456059857415,0.00017646643608385684,0.0003529328721677137,0.0003529328721677137,0.0011999717653702266,0.0003529328721677137,0.00017646643608385684,0.001129385190936684,0.0001411731488670855,0.0013764382014540835,0.00021175972330062822,0.0003176395849509423,0.0,"[38.88964355, -6.980142450723942]",Extremadura,0.02939033779248599,-0.12306492820436432,-0.014289360596456057
42,Barakaldo,9961.0,44.19787169962855,0.5160124485493425,0.9645617909848408,0.0034133119164742494,0.0021082220660576245,0.004517618712980624,0.002409396646923,0.00060234916173075,0.00020078305391024997,0.0014054813773717498,0.00010039152695512498,0.00010039152695512498,0.0014054813773717498,0.006625840779038249,0.00060234916173075,0.00060234916173075,0.0005019576347756249,0.00060234916173075,0.00060234916173075,0.000301174580865375,0.0,0.00020078305391024997,"[43.29548, -2.9900933]",País Vasco,-0.07451739890505617,-0.20943991389800728,-0.10798764723798644
43,Bilbao,29795.0,45.405772780667895,0.5309280080550428,0.9567041449907703,0.0019130726631985233,0.0028192649773451923,0.00728310119147508,0.0030542037254572916,0.0012082564188622253,0.0006041282094311126,0.0012753817754656822,0.0008055042792414835,0.00046987749622419867,0.0007048162443362981,0.00617553280751804,0.0007383789226380266,0.0008055042792414835,0.0013425071320691392,0.00026850142641382784,0.0006712535660345696,0.0008726296358449404,0.00010068803490518544,0.0004363148179224702,"[43.2630018, -2.9350039]",País Vasco,-0.07451739890505617,-0.20943991389800728,-0.10798764723798644
44,Getxo,16779.0,44.08224566422314,0.5252398831873175,0.9634662375588533,0.0011919661481613923,0.0014303593777936707,0.0035758984444841766,0.004052684903748734,0.0017283509148340187,0.0011323678407533227,0.0018475475296501579,0.00029799153704034806,0.0012515644555694619,0.00023839322963227844,0.004827462900053639,0.00011919661481613922,0.00029799153704034806,0.0017879492222420883,0.0006555813814887657,0.00041718815185648727,0.00041718815185648727,0.00017879492222420883,0.0007747779963049049,"[43.3479409, -3.0087671]",País Vasco,-0.07451739890505617,-0.20943991389800728,-0.10798764723798644
45,Vitoria,34145.0,42.896998096353784,0.5168838775809049,0.9365939376189779,0.006794552643139552,0.003983013618392151,0.007673158588373114,0.00899106750622346,0.0013179089178503441,0.0005857372968223752,0.0012593351881681066,0.0004685898374579001,0.0005564504319812564,0.0008200322155513252,0.004158734807438864,0.0010250402694391566,0.0016107775662615317,0.001698638160784888,0.00011714745936447503,0.00038072924293454385,0.000849319080392444,0.0006735978913457314,0.0011129008639625129,"[42.8465088, -2.6724025]",País Vasco,-0.07451739890505617,-0.20943991389800728,-0.10798764723798644
46,Barcelona,142585.0,45.37409965985202,0.5327068064663183,0.9198583301188764,0.004727004944419118,0.0073570151137917735,0.005414314268681839,0.0017042465897534804,0.003703054318476698,0.004958445839323912,0.00560367500087667,0.002630010169372655,0.0017323000315601221,0.001493845776203668,0.003955535294736473,0.0008906967773608725,0.002174141740014728,0.001956727566013255,0.0009818704632324577,0.0019427008451099344,0.005898236139846407,0.0004769085107129081,0.001781393554721745,"[41.3828939, 2.1774322]",Cataluña,-0.04075790078301175,-0.12925967873239794,-0.06562047749785936
47,Castelldefels,12484.0,40.7664210189042,0.5173822492790772,0.9069208586991349,0.015299583466837552,0.003524511374559436,0.004645946811919256,0.007049022749118872,0.008651073373918615,0.006968920217878885,0.003925024030759372,0.004645946811919256,0.003043896187119513,0.0008010253123998718,0.0036046139057994233,0.000881127843639859,0.001361743031079782,0.0016821531560397309,0.0036847164370394105,0.0004005126561999359,0.007289330342838834,0.0007209227811598846,0.0008010253123998718,"[41.2861022, 1.9824173]",Cataluña,-0.04075790078301175,-0.12925967873239794,-0.06562047749785936
48,Gava,4741.0,38.13478169162624,0.5129719468466568,0.959291288757646,0.008226112634465302,0.0027420375448217677,0.005695001054629825,0.0016874077198903185,0.002109259649862898,0.001054629824931449,0.0012655557899177389,0.0004218519299725796,0.0002109259649862898,0.0025311115798354778,0.002952963509808057,0.0006327778949588694,0.0002109259649862898,0.0008437038599451593,0.0014764817549040286,0.0,0.0018983336848766082,0.0,0.0014764817549040286,"[41.3050933, 2.0063126]",Cataluña,-0.04075790078301175,-0.12925967873239794,-0.06562047749785936
49,Girona,19154.0,40.48031742716926,0.519891406494727,0.8404510807142112,0.03247363474992169,0.004803174271692597,0.007987887647488775,0.00897984755142529,0.0048553826876892555,0.004646549023702621,0.001514044063903101,0.00428109011172601,0.008718805471441996,0.0022971703038529813,0.004750965855695938,0.0036023807037694477,0.002506003967839616,0.0020883366398663466,0.004333298527722669,0.0020883366398663466,0.0076746371515088235,0.0022449618878563225,0.002036128223869688,"[41.9793006, 2.8199439]",Cataluña,-0.04075790078301175,-0.12925967873239794,-0.06562047749785936
50,Lleida,14975.0,42.657028380634394,0.5260100166944908,0.91779632721202,0.015091819699499165,0.005409015025041737,0.005542570951585977,0.014824707846410684,0.001335559265442404,0.001669449081803005,0.0014691151919866445,0.0005342237061769616,0.0004674457429048414,0.0004674457429048414,0.0017362270450751252,0.0005342237061769616,0.002404006677796327,0.002337228714524207,0.0002671118530884808,0.0011352253756260434,0.0008013355592654424,0.0008013355592654424,0.000333889816360601,"[41.6147605, 0.6267842]",Cataluña,-0.04075790078301175,-0.12925967873239794,-0.06562047749785936
51,Masnou,3820.0,40.230366492146594,0.5112565445026178,0.9382198952879581,0.009162303664921465,0.0020942408376963353,0.004450261780104712,0.004188481675392671,0.0036649214659685864,0.0013089005235602095,0.0010471204188481676,0.0007853403141361257,0.0002617801047120419,0.002617801047120419,0.0,0.0013089005235602095,0.0002617801047120419,0.002617801047120419,0.0002617801047120419,0.0031413612565445027,0.0005235602094240838,0.0010471204188481676,0.0,"[42.2355446, 2.2631993]",Cataluña,-0.04075790078301175,-0.12925967873239794,-0.06562047749785936
52,Mataró,16165.0,41.61008351376431,0.5180946489328797,0.925208784410764,0.02270337148159604,0.004515929477265698,0.003587998762759047,0.0012372409526755336,0.0037117228580266005,0.0018558614290133002,0.0009279307145066501,0.0011135168574079803,0.000989792762140427,0.0006186204763377668,0.0032168264769563875,0.0008042066192390969,0.0008660686668728734,0.0016084132384781937,0.0021651716671821837,0.0012372409526755336,0.003031240334055057,0.0003093102381688834,0.001979585524280854,"[41.5398348, 2.4448926]",Cataluña,-0.04075790078301175,-0.12925967873239794,-0.06562047749785936
53,Sabadell,26432.0,41.168507869249396,0.5176301452784504,0.9414724576271186,0.008928571428571428,0.007566585956416465,0.003367130750605327,0.00325363196125908,0.0023834745762711866,0.0009836561743341405,0.002421307506053269,0.0007188256658595642,0.0005296610169491525,0.0004918280871670703,0.0038967917675544793,0.0015889830508474577,0.0013241525423728813,0.0007188256658595642,0.00211864406779661,0.0007944915254237289,0.0017024818401937046,0.0008323244552058112,0.0012484866828087167,"[41.5421013, 2.1138977]",Cataluña,-0.04075790078301175,-0.12925967873239794,-0.06562047749785936
54,Sant Boi,43323.0,42.91851903146135,0.5176695981349398,0.9203887080765414,0.010848740853588163,0.016665512545299264,0.003993259931214367,0.0028160561364633106,0.002746808854419131,0.001454192922927775,0.0072017173325946955,0.0011079565127068763,0.00023082427348059922,0.000877132239226277,0.005609029845578561,0.001454192922927775,0.003485446529557048,0.0010387092306626965,0.0009232970939223969,0.0013387807861874755,0.0018696766151928537,0.0006693903930937377,0.002054336033977333,"[41.3484145, 2.0430676]",Cataluña,-0.04075790078301175,-0.12925967873239794,-0.06562047749785936
55,Sant Cugat del Valles,12592.0,38.30328780177891,0.511594663278272,0.9161372299872935,0.0127858958068615,0.008656289707750953,0.003573697585768742,0.0013500635324015249,0.0038913595933926302,0.006273824650571792,0.003653113087674714,0.003256035578144854,0.0025412960609911056,0.0011118170266836086,0.003335451080050826,0.0008735705209656925,0.0015883100381194409,0.0007941550190597204,0.0025412960609911056,0.0003970775095298602,0.0054002541296060995,0.0003970775095298602,0.002303049555273189,"[41.4728432, 2.0817809]",Cataluña,-0.04075790078301175,-0.12925967873239794,-0.06562047749785936
56,Talavera,22982.0,40.99373422678618,0.5175789748498825,0.9047080323731616,0.025237142111217473,0.0035680097467583327,0.0075711426333652425,0.011139152380123574,0.004829866852319206,0.002741275781046036,0.0016969802454094508,0.001218344791576016,0.0017840048733791664,0.0011748324775911582,0.0023931772691671745,0.0013923940475154468,0.0022191280132277435,0.0020450787572883124,0.002610738839091463,0.001087807849621443,0.0036115220607431902,0.0015664433034548778,0.0018710295013488816,"[41.5823232, 1.3390948]",Cataluña,-0.04075790078301175,-0.12925967873239794,-0.06562047749785936
57,Terrassa,17676.0,40.84985290789771,0.5108621860149355,0.931602172437203,0.02336501470921023,0.007298031228784793,0.0041298936410952706,0.002885268160217244,0.0029418420457116997,0.0013577732518669382,0.0015274949083503055,0.0008486082824168364,0.00045259108395564606,0.0010749038243946594,0.0016972165648336728,0.0014709210228558498,0.001414347137361394,0.00186693822131704,0.0012446254808780267,0.0007920343969223807,0.0022629554197782305,0.00033944331296673454,0.0013577732518669382,"[41.5629623, 2.0100492]",Cataluña,-0.04075790078301175,-0.12925967873239794,-0.06562047749785936
58,Gijon,21074.0,46.10173673721173,0.5330264781247034,0.9708171206225681,0.0015184587643541805,0.001992977128214862,0.0025623991648476797,0.003131821201480497,0.0020878808009869984,0.0006168738730188858,0.0002847110183164088,0.0004745183638606814,0.0007117775457910221,0.0012811995824238399,0.0004270665274746133,0.0013761032551959762,0.0011862959096517035,0.0016608142735123849,0.0004745183638606814,0.000332162854702477,0.0008066812185631584,0.00018980734554427256,0.000332162854702477,"[43.5449422, -5.66275]",Principado de Asturias,0.10527220810348795,-0.1288522433889966,0.05115186661466865
59,Oviedo,27620.0,45.71444605358436,0.5372556118754526,0.966582186821144,0.0012671976828385228,0.004127443881245474,0.0026068066618392467,0.0034757422157856628,0.002099927588703838,0.0008689355539464157,0.000724112961622013,0.00025343953656770454,0.00032585083272990584,0.0010861694424330196,0.0005068790731354091,0.001774076755973932,0.001882693700217234,0.001774076755973932,0.0006879073135409124,0.0006879073135409124,0.0007603186097031137,0.00021723388848660392,0.00025343953656770454,"[43.3604218, -5.8450534]",Principado de Asturias,0.10527220810348795,-0.1288522433889966,0.05115186661466865
60,Ibiza,7828.0,40.55033214103219,0.5186509964230965,0.8790240163515585,0.010475217169136432,0.012774655084312723,0.008048032703117016,0.013030148185998978,0.008942258559018906,0.0061318344404701075,0.001021972406745018,0.008686765457332652,0.009708737864077669,0.0002554931016862545,0.0011497189575881452,0.001021972406745018,0.0015329586101175269,0.0034491568727644355,0.002682677567705672,0.0002554931016862545,0.007792539601430761,0.0025549310168625446,0.0002554931016862545,"[38.974390099999994, 1.4197463178515335]",Illes Balears,-0.07593011606257367,-0.1345419257587595,-0.09272559757670734
61,Palma,44210.0,40.76150192264193,0.5191133227776521,0.88369147251753,0.011513232300384528,0.010110834652793485,0.007622709794164216,0.0032345623162180503,0.008346527934856367,0.0028274146120787153,0.002035738520696675,0.008391766568649628,0.006627459850712509,0.000972630626555078,0.003935761140013571,0.002261931689662972,0.001945261253110156,0.0017416874010404886,0.003325039583804569,0.0006785795068988917,0.008256050667269848,0.004750056548292241,0.0030536077810450124,"[39.5695818, 2.6500745]",Illes Balears,-0.07593011606257367,-0.1345419257587595,-0.09272559757670734
62,Las Palmas de Gran Canaria,49818.0,40.0124252278293,0.5187883897386487,0.9303464611184712,0.004717170500622265,0.002428840981171464,0.010337628969448794,0.0007226303745634108,0.0034927134770564856,0.0010036532980047372,0.0017463567385282428,0.005479947007105865,0.0031113252238146854,0.002509133245011843,0.0007427034405235055,0.007828495724436951,0.0007025573086033161,0.0009032879682042635,0.0014653338150869165,0.0010638724958850214,0.004014613192018949,0.0004817535830422739,0.0014452607491268216,"[28.1288694, -15.4349015]",Canarias,-0.008961774512597024,-0.08215011075378226,-0.02966828205858167
63,Tenerife,54462.0,41.01804928206823,0.5219051815945063,0.9373140905585546,0.00376409239469722,0.001983034042084389,0.0036355624104880465,0.0026624068157614484,0.0024053468473431015,0.0012302155631449452,0.0015239983841944843,0.005269729352576108,0.005324813631522897,0.008501340384121038,0.0013587455473541184,0.0036539238368036428,0.000661011347361463,0.0006059270684146745,0.0019463111894531967,0.0008997098894642136,0.00506775366310455,0.0003855899526275201,0.0005875656420990783,"[28.2935785, -16.621447121144122]",Canarias,-0.008961774512597024,-0.08215011075378226,-0.02966828205858167
64,Pamplona,37828.0,44.01271544887385,0.5256423813048535,0.945331500475838,0.0026699799090620703,0.00584223326636354,0.006635296605688908,0.003806704028761764,0.0020090937929575976,0.002247012794755208,0.0029607698001480384,0.0007401924500370096,0.0008459342286137253,0.00044940255895104154,0.001903352014380882,0.0005022734482393994,0.0014803849000740192,0.0022205773501110288,0.00026435444644178915,0.00042296711430686265,0.001268901342920588,0.0016918684572274506,0.000925240562546262,"[42.8184538, -1.6442556]",Comunidad Foral de Navarra,-0.15699078981222464,-0.1304151638946654,-0.14377593592546817
65,Santander,16464.0,44.82568027210884,0.5360179786200194,0.9455174927113703,0.0015792031098153547,0.0037050534499514093,0.006316812439261419,0.005041302235179786,0.0013969873663751216,0.0013969873663751216,0.0058309037900874635,0.00042517006802721087,0.0007896015549076773,0.0018221574344023323,0.0021258503401360546,0.0014577259475218659,0.0029154518950437317,0.0021258503401360546,0.00018221574344023323,0.0006681243926141885,0.0009110787172011661,0.00042517006802721087,0.001032555879494655,"[43.4620412, -3.8099719]",Cantabria,0.02319627887817044,-0.18549125744712466,-0.03893110320265392
66,Zaragoza,50957.0,43.521459269580234,0.5251879035265027,0.9393802617893519,0.0037286339462684224,0.007633887395254823,0.004631355849049198,0.015935004022999785,0.0011185901838805267,0.0011185901838805267,0.002492297427242577,0.00037286339462684224,0.0004121121730086151,0.0005298585081539337,0.00037286339462684224,0.0009419706811625488,0.0018054438055615518,0.0013344584649802775,0.0003532390054359558,0.001628824302843574,0.0007653511784445709,0.0005102341189630472,0.0005494828973448201,"[41.6521342, -0.8809428]",Aragón,0.04938583254234695,-0.13380856110658437,-0.005413415555220434
